L, numx, numfour, numts, dt, num a0, model, opt success, val obj, num opt itr, opt time, l2 err, l-inf err, tot time
15.0, 1025, 32, 83, 0.0024, 4, fourier, False, 0.009287769172186024, 1081, 13781927446, 44.349845525228446, 3.5951559927226384, 25168264285
15.0, 1025, 32, 86, 0.0023, 4, fourier, False, 0.009621708978270367, 1078, 14473652081, 44.448962562337584, 3.60351805868477, 26128856625
15.0, 1025, 32, 90, 0.0022, 4, fourier, False, 0.010212397821717786, 1660, 22360205366, 109.67224822254985, 8.940812006972457, 34419373375
15.0, 1025, 32, 95, 0.0021, 4, fourier, False, 0.010667106077602618, 1004, 14120760311, 126.69241699848064, 10.283760163876181, 26434298434
15.0, 1025, 32, 100, 0.002, 4, cheby, False, 2.865012616188156e-24, 74, 2268766533, 5.758738922780312e-12, 4.298783551348606e-13, 24526329561
15.0, 1025, 32, 105, 0.0019, 4, cheby, False, 2.7455941594893415e-24, 72, 2374834724, 4.449326426422853e-12, 3.3928415632544784e-13, 23778513462
15.0, 1025, 32, 111, 0.0018, 4, cheby, False, 3.398328725723393e-24, 72, 3308185234, 6.114942372234271e-12, 4.831690603168681e-13, 25946710644
15.0, 1025, 32, 117, 0.0017, 4, cheby, False, 4.176128033712675e-24, 71, 1966255149, 8.501308457560325e-12, 5.329070518200751e-13, 25620112245
15.0, 1025, 32, 125, 0.0016, 4, cheby, False, 4.554407217355184e-24, 71, 2337609569, 4.886310845759611e-12, 3.090860900556436e-13, 26621207986
15.0, 1025, 32, 133, 0.0015, 4, cheby, False, 5.0256799105130835e-24, 68, 2128662025, 9.493142555766455e-12, 6.110667527536862e-13, 27085309407
15.0, 1025, 32, 142, 0.0014, 4, cheby, False, 6.08298679097652e-24, 72, 1795739680, 1.0751276659039123e-11, 6.323830348264892e-13, 27358056136
15.0, 1025, 32, 153, 0.0013, 4, cheby, False, 1.1933991398010323e-23, 71, 1727497317, 1.2253995428197748e-11, 8.277822871605167e-13, 28063617935
15.0, 1025, 32, 166, 0.0012, 4, cheby, False, 1.653371151378883e-23, 72, 2133864576, 6.620320421078773e-12, 4.796163466380676e-13, 29606693011
15.0, 1025, 32, 181, 0.0011, 4, cheby, False, 1.001627626573096e-23, 82, 3458991359, 1.1364111074527784e-11, 8.135714324453147e-13, 32423373903
15.0, 1025, 32, 200, 0.001, 4, cheby, False, 2.3279475061243056e-23, 73, 2764614771, 2.7330211909595822e-11, 2.0037305148434825e-12, 33580270143
15.0, 1025, 32, 66, 0.003, 4, cheby, False, 7.318715926511567e-25, 80, 1531989918, 6.142299370509226e-12, 3.9968028886505635e-13, 21100438064
15.0, 1025, 32, 68, 0.0029, 4, cheby, False, 7.721787069973077e-25, 71, 1670410353, 2.177411920822896e-12, 1.9184653865522705e-13, 21351830619
15.0, 1025, 32, 71, 0.0028, 4, cheby, False, 1.025396550948911e-24, 78, 1782462413, 8.383514743047218e-12, 7.105427357601002e-13, 21835132119
15.0, 1025, 32, 74, 0.0027, 4, cheby, False, 1.2285929709423048e-24, 80, 1376467743, 7.213040301750528e-12, 4.876099524153688e-13, 21649607795
15.0, 1025, 32, 76, 0.0026, 4, cheby, False, 1.0888428743582529e-24, 72, 1199949252, 5.021550139709948e-12, 3.517186542012496e-13, 21795142101
15.0, 1025, 32, 80, 0.0025, 4, cheby, False, 1.8799820209653988e-24, 74, 1787100066, 5.67845862962563e-12, 4.4941828036826337e-13, 22319365244
15.0, 1025, 32, 83, 0.0024, 4, cheby, False, 1.6486264027780884e-24, 74, 1752374573, 3.061434117076157e-12, 1.9184653865522705e-13, 22387428673
15.0, 1025, 32, 86, 0.0023, 4, cheby, False, 1.5775156119466445e-24, 74, 2796901835, 3.3466711886528444e-12, 3.481659405224491e-13, 24080485379
15.0, 1025, 32, 90, 0.0022, 4, cheby, False, 2.030731858024954e-24, 71, 2169854527, 8.713223471503479e-12, 6.536993168992922e-13, 23767495397
15.0, 1025, 32, 95, 0.0021, 4, cheby, False, 2.262237423332681e-24, 73, 1616643576, 4.1147921038882534e-12, 2.7000623958883807e-13, 23404713331
