L, numx, numfour, numts, dt, num a0, model, opt success, val obj, num opt itr, opt time, l2 err, l-inf err, tot time
15.0, 1025, 32, 181, 0.0011, 4, cheby, False, 355.4672262834001, 49, 1714142315, 713.3438863824155, 77.13948593003137, 30903000683
15.0, 1025, 32, 200, 0.001, 4, cheby, False, 393.1753589973438, 48, 2961652134, 713.2015800760222, 77.09930757238376, 33596721895
15.0, 1025, 32, 66, 0.003, 4, cheby, False, 130.20963156910386, 59, 1467105991, 713.3682241606527, 77.14644821136785, 20987675186
15.0, 1025, 32, 68, 0.0029, 4, cheby, False, 133.95592826083436, 56, 819751647, 713.5315407533606, 77.1886116103193, 20557241538
15.0, 1025, 32, 71, 0.0028, 4, cheby, False, 140.14593196864348, 56, 1254639806, 713.247022054709, 77.11296405074565, 21269763349
15.0, 1025, 32, 74, 0.0027, 4, cheby, False, 146.23236590373264, 59, 1150657677, 713.100552322458, 77.06923627075508, 21264552711
15.0, 1025, 32, 76, 0.0026, 4, cheby, False, 149.65657029247322, 57, 873431943, 713.4821850931094, 77.17610067420418, 21279916601
15.0, 1025, 32, 80, 0.0025, 4, cheby, False, 158.03310524245978, 57, 1673515951, 713.0869190445508, 77.0648220189511, 22282705088
15.0, 1025, 32, 83, 0.0024, 4, cheby, False, 163.71602266747823, 57, 976095816, 713.2153152332645, 77.10369485991485, 21826894346
15.0, 1025, 32, 86, 0.0023, 4, cheby, False, 169.2324740322178, 56, 1614192362, 713.4727877305908, 77.17364758590391, 22927442923
15.0, 1025, 32, 90, 0.0022, 4, cheby, False, 177.09796934521853, 55, 1672464102, 713.444015510627, 77.16621712298272, 23172723242
15.0, 1025, 32, 95, 0.0021, 4, cheby, False, 187.28612426153788, 52, 1230268911, 713.1921152331942, 77.09679864303675, 22879344002
