L, numx, numfour, numts, dt, num a0, model, opt success, val obj, num opt itr, opt time, l2 err, l-inf err, tot time
15.0, 1025, 32, 100, 0.002, 4, fourier, False, 3.243380530306382e-15, 609, 8897478793, 0.03587218964942424, 0.0030523380299092295, 21593958368
15.0, 1025, 32, 105, 0.0019, 4, fourier, False, 3.3185849223169222e-15, 607, 9614981877, 0.03587218877452165, 0.003052340652226926, 22579021701
15.0, 1025, 32, 111, 0.0018, 4, fourier, False, 2.622001914104586e-14, 560, 8590788966, 0.035874022353243606, 0.003052559211653705, 22192115583
15.0, 1025, 32, 117, 0.0017, 4, fourier, False, 2.6816731657685985e-14, 555, 9289038556, 0.03587398057047758, 0.0030525527398003183, 23438283175
15.0, 1025, 32, 125, 0.0016, 4, fourier, False, 4.0123471028081495e-15, 590, 9862969746, 0.03587219015298162, 0.0030523390338935696, 24512862593
15.0, 1025, 32, 133, 0.0015, 4, fourier, False, 5.031547443166195e-16, 646, 11736313748, 0.035872473141004446, 0.0030524751841537467, 27371906185
15.0, 1025, 32, 142, 0.0014, 4, fourier, False, 2.1888920417981867e-15, 612, 11547179204, 0.035871904321265545, 0.0030524930549739038, 27558480763
15.0, 1025, 32, 153, 0.0013, 4, fourier, False, 3.480987165012511e-14, 540, 10693484516, 0.03587397056639694, 0.003052551402436987, 27601571645
15.0, 1025, 32, 166, 0.0012, 4, fourier, False, 2.6001814599485782e-15, 611, 12449946319, 0.035871896789543396, 0.0030524925193174957, 30601308006
15.0, 1025, 32, 181, 0.0011, 4, fourier, False, 4.1281161454501846e-14, 532, 11592443853, 0.0358739783196768, 0.003052552579829171, 30828859368
15.0, 1025, 32, 200, 0.001, 4, fourier, False, 7.586396582855003e-16, 615, 15002692825, 0.03587247368413492, 0.0030524754188577807, 36145577089
15.0, 1025, 32, 66, 0.003, 4, fourier, False, 1.505949090027152e-14, 583, 6583471541, 0.03587396128260296, 0.0030525505519137797, 16691686109
15.0, 1025, 32, 68, 0.0029, 4, fourier, False, 1.981237569114066e-15, 623, 7476202216, 0.03587219146786445, 0.003052349440803681, 17788203960
15.0, 1025, 32, 71, 0.0028, 4, fourier, False, 7.889640472869038e-18, 729, 8683134704, 0.03587241863947805, 0.0030524454004862145, 19238587699
15.0, 1025, 32, 74, 0.0027, 4, fourier, False, 1.2665108005161243e-15, 652, 7865768541, 0.03587186088429781, 0.0030524895502316296, 18534432867
15.0, 1025, 32, 76, 0.0026, 4, fourier, False, 2.8000461921176266e-16, 675, 8217811991, 0.03587247427693239, 0.0030524741646967835, 18678956133
15.0, 1025, 32, 80, 0.0025, 4, fourier, False, 1.925438816132136e-14, 571, 7246236712, 0.0358740491393522, 0.0030525632246890533, 18315135637
