L, numx, numfour, numts, dt, num a0, model, opt success, val obj, num opt itr, opt time, l2 err, l-inf err, tot time
15.0, 1025, 32, 83, 0.0024, 4, fourier, False, 2.618904184403861e-15, 624, 8230499717, 0.03587218873115349, 0.0030523410311961152, 19419820506
15.0, 1025, 32, 86, 0.0023, 4, fourier, False, 2.536074898401258e-15, 607, 8177568764, 0.03587218858963618, 0.003052348015831985, 19834789954
15.0, 1025, 32, 90, 0.0022, 4, fourier, False, 2.0229130517426882e-14, 565, 7709978140, 0.03587394994910442, 0.0030525480791218085, 19802581085
15.0, 1025, 32, 95, 0.0021, 4, fourier, False, 2.2349333597178905e-14, 558, 7768422945, 0.03587402236297276, 0.003052558840189068, 20107985347
15.0, 1025, 32, 100, 0.002, 4, cheby, False, 1.923780512096728e-07, 49, 1215318584, 0.009940118837738396, 0.0006511419988491918, 23415193969
15.0, 1025, 32, 105, 0.0019, 4, cheby, False, 2.0086048287103613e-07, 48, 1019907036, 0.009940450743395734, 0.0006511641157178616, 23667984069
15.0, 1025, 32, 111, 0.0018, 4, cheby, False, 2.1280712413098113e-07, 53, 2148803417, 0.009940299062641484, 0.0006511540036733265, 25166275728
15.0, 1025, 32, 117, 0.0017, 4, cheby, False, 2.221689670208431e-07, 43, 1829410161, 0.00994087055633106, 0.0006511923122600738, 25780870194
15.0, 1025, 32, 125, 0.0016, 4, cheby, False, 2.3976386747740283e-07, 51, 1302170284, 0.009940238306834508, 0.0006511499522326991, 25756688206
15.0, 1025, 32, 133, 0.0015, 4, cheby, False, 2.5367127242811367e-07, 44, 1303520431, 0.009940572257772277, 0.0006511722269875175, 26292489011
15.0, 1025, 32, 142, 0.0014, 4, cheby, False, 2.6877533431493634e-07, 45, 2047725028, 0.009941019958535982, 0.0006512021136977353, 26886538087
15.0, 1025, 32, 153, 0.0013, 4, cheby, False, 2.896666128251009e-07, 42, 1546262057, 0.009940980913039183, 0.000651199387384449, 27880016621
15.0, 1025, 32, 166, 0.0012, 4, cheby, False, 3.149764833948131e-07, 43, 1589086202, 0.009940836438923456, 0.0006511898630553459, 29144483453
15.0, 1025, 32, 181, 0.0011, 4, cheby, False, 3.4284466364628915e-07, 42, 1734889483, 0.009940924177131633, 0.0006511959006555434, 30665087185
15.0, 1025, 32, 200, 0.001, 4, cheby, False, 3.819240800095406e-07, 43, 2381518544, 0.009940417160996678, 0.0006511618887651283, 33005230947
15.0, 1025, 32, 66, 0.003, 4, cheby, False, 1.2542309347487628e-07, 54, 1253495051, 0.009941025647746399, 0.0006512024653767545, 20960572126
15.0, 1025, 32, 68, 0.0029, 4, cheby, False, 1.2811142880582839e-07, 51, 795853777, 0.00994153465098821, 0.0006512363323859516, 20701252811
15.0, 1025, 32, 71, 0.0028, 4, cheby, False, 1.3578984685133958e-07, 52, 1042234922, 0.0099406031236252, 0.0006511742980660484, 21145454828
15.0, 1025, 32, 74, 0.0027, 4, cheby, False, 1.42815878257354e-07, 53, 1913220503, 0.009940026772727083, 0.0006511359861709476, 22162254671
15.0, 1025, 32, 76, 0.0026, 4, cheby, False, 1.4343043100724677e-07, 51, 1421680098, 0.009941377322152542, 0.0006512261657611873, 21794105708
15.0, 1025, 32, 80, 0.0025, 4, cheby, False, 1.5447022752282662e-07, 51, 1543341642, 0.009939957558130645, 0.0006511317797598393, 22129843036
15.0, 1025, 32, 83, 0.0024, 4, cheby, False, 1.588945659805514e-07, 49, 982852031, 0.009940478739243796, 0.0006511660835628597, 21707867851
15.0, 1025, 32, 86, 0.0023, 4, cheby, False, 1.6226145390285978e-07, 47, 1158796206, 0.009941355795025824, 0.000651223983053395, 22558527687
15.0, 1025, 32, 90, 0.0022, 4, cheby, False, 1.700180731064076e-07, 47, 1129336359, 0.009941287679706692, 0.0006512197003762932, 22661428589
15.0, 1025, 32, 95, 0.0021, 4, cheby, False, 1.8199974921678888e-07, 47, 1126364601, 0.009940380301859059, 0.0006511585604036529, 22949168309
